290978.2844	3980040.87099	42.56
290978.2844	3980040.87099	42.56
290978.2844	3980040.87099	42.56
290978.275642	3980040.8823	42.56
290978.275642	3980040.8823	42.56
290978.275642	3980040.8823	42.56
290978.275642	3980040.8823	42.56
290978.257598	3980040.88273	42.56
290978.203469	3980040.88402	42.57
290978.149602	3980040.8964	42.61
290978.086451	3980040.8979	42.66
290978.023563	3980040.91049	42.69
290977.960675	3980040.92309	42.72
290977.89726	3980040.91349	42.69
290977.843394	3980040.92587	42.66
290977.780506	3980040.93847	42.62
290977.717355	3980040.93997	42.58
290977.645182	3980040.94168	42.56
290977.581767	3980040.93209	42.54
290977.519143	3980040.95577	42.53
290977.44697	3980040.95749	42.61
290977.383818	3980040.95899	42.7
290977.311645	3980040.9607	42.82
290977.248757	3980040.9733	42.87
290977.185606	3980040.9748	42.96
290977.122455	3980040.9763	42.99
290977.050809	3980041.0002	42.94
290976.978899	3980041.01301	42.76
290976.915748	3980041.01451	42.54
290976.843838	3980041.02732	42.33
290976.771665	3980041.02903	42.13
290976.699756	3980041.04184	42.01
290976.627583	3980041.04355	42.02
290976.59176	3980041.05551	42.04
290976.555937	3980041.06746	42.07
290976.483764	3980041.06917	42.13
290976.411591	3980041.07089	42.25
290976.339681	3980041.08369	42.29
290976.267508	3980041.08541	42.26
290976.195335	3980041.08712	42.16
290976.132184	3980041.08862	42.08
290976.087076	3980041.08969	41.97
290976.024188	3980041.10229	41.91
290975.942993	3980041.10422	41.83
290975.870557	3980041.09484	41.81
290975.798384	3980041.09655	41.83
290975.725947	3980041.08717	41.85
290975.64528	3980041.11129	41.91
290975.609193	3980041.11215	41.92
290975.573107	3980041.113	41.97
290975.500934	3980041.11472	42.04
290975.437782	3980041.11622	42.07
290975.365609	3980041.11793	42.08
290975.2937	3980041.13074	42.11
290975.203484	3980041.13288	42.1
290975.131574	3980041.14569	42.08
290975.077444	3980041.14698	42.1
290975.005535	3980041.15979	42.16
290974.933098	3980041.15041	42.28
290974.861189	3980041.16321	42.32
290974.789279	3980041.17602	42.37
290974.753193	3980041.17688	42.37
290974.68102	3980041.17859	42.34
290974.599825	3980041.18052	42.29
290974.527916	3980041.19333	42.27
290974.455743	3980041.19505	42.18
290974.374812	3980041.20807	42.07
290974.302639	3980041.20978	42.03
290974.230729	3980041.22259	42.02
290974.149535	3980041.22452	42.05
290974.086383	3980041.22602	42.02
290974.023232	3980041.22752	42.04
290973.950795	3980041.21814	41.95
290973.879149	3980041.24204	41.86
290973.806713	3980041.23266	41.76
290973.73454	3980041.23438	41.64
290973.662103	3980041.225	41.59
290973.590194	3980041.23781	41.56
290973.508999	3980041.23974	41.54
290973.436826	3980041.24145	41.54
290973.355632	3980041.24338	41.58
290973.292744	3980041.25597	41.63
290973.220307	3980041.24659	41.67
290973.139376	3980041.25962	41.67
290973.076488	3980041.27221	41.63
290973.004052	3980041.26283	41.59
290972.922857	3980041.26476	41.54
290972.842189	3980041.28888	41.5
290972.770016	3980041.29059	41.49
290972.688822	3980041.29252	41.52
290972.608154	3980041.31664	41.59
290972.517938	3980041.31878	41.67
290972.437007	3980041.3318	41.69
290972.36457	3980041.32242	41.62
290972.283903	3980041.34654	41.55
290972.202445	3980041.33737	41.51
290972.121777	3980041.36149	41.44
290972.031297	3980041.35254	41.35
290971.95063	3980041.37666	41.28
290971.887215	3980041.36706	41.26
290971.80602	3980041.36899	41.24
290971.725089	3980041.38201	41.24
290971.643894	3980041.38394	41.26
290971.571721	3980041.38566	41.23
290971.490263	3980041.37649	41.13
290971.418617	3980041.40039	40.99
290971.355466	3980041.40189	40.93
290971.283556	3980041.4147	40.85
290971.193604	3980041.42794	40.73
290971.112146	3980041.41877	40.68
290971.031214	3980041.4318	40.68
290970.968327	3980041.44439	40.7
290970.89589	3980041.43501	40.7
290970.823981	3980041.44782	40.66
290970.751544	3980041.43844	40.57
290970.670613	3980041.45146	40.52
290970.598176	3980041.44208	40.38
290970.56209	3980041.44294	40.33
290970.489917	3980041.44465	40.22
290970.408986	3980041.45768	40.15
290970.336813	3980041.45939	40.12
290970.255618	3980041.46132	40.17
290970.192467	3980041.46282	40.21
290970.129315	3980041.46432	40.34
290970.057142	3980041.46603	40.46
290969.976211	3980041.47906	40.5
290969.89528	3980041.49208	40.55
290969.823107	3980041.49379	40.61
290969.750934	3980041.49551	40.62
290969.678761	3980041.49722	40.66
290969.59783	3980041.51025	40.68
290969.525657	3980041.51196	40.76
290969.453484	3980041.51368	40.78
290969.381575	3980041.52648	40.91
290969.309402	3980041.5282	41.01
290969.228471	3980041.54122	41.06
290969.156298	3980041.54294	41.14
290969.075103	3980041.54486	41.2
290969.03928	3980041.55682	41.23
290968.958085	3980041.55874	41.27
290968.885912	3980041.56046	41.27
290968.814266	3980041.58436	41.23
290968.732808	3980041.5752	41.2
290968.660899	3980041.588	41.29
290968.579968	3980041.60103	41.4
290968.507795	3980041.60274	41.47
290968.435622	3980041.60446	41.56
290968.363712	3980041.61726	41.55
290968.291539	3980041.61898	41.55
290968.210608	3980041.632	41.53
290968.138699	3980041.64481	41.45
290968.066262	3980041.63543	41.39
290967.985331	3980041.64845	41.32
290967.92218	3980041.64995	41.28
290967.840985	3980041.65188	41.28
290967.769076	3980041.66469	41.26
290967.696903	3980041.66641	41.22
290967.615971	3980041.67943	41.2
290967.561578	3980041.66962	41.19
290967.480911	3980041.69374	41.18
290967.408474	3980041.68436	41.13
290967.336565	3980041.69717	41.07
290967.255633	3980041.71019	41.01
290967.20124	3980041.70038	40.95
290967.111287	3980041.71362	40.94
290967.047873	3980041.70402	40.92
290966.97649	3980041.73902	40.92
290966.895032	3980041.72986	40.91
290966.832144	3980041.74245	40.92
290966.751213	3980041.75547	40.87
290966.688062	3980041.75697	40.84
290966.616152	3980041.76978	40.79
290966.543979	3980041.7715	40.75
290966.47207	3980041.7843	40.64
290966.390875	3980041.78623	40.57
290966.318702	3980041.78795	40.5
290966.237771	3980041.80097	40.48
290966.165862	3980041.81378	40.42
290966.08493	3980041.8268	40.38
290966.013021	3980041.83961	40.35
290965.93209	3980041.85263	40.28
290965.86018	3980041.86544	40.21
290965.788007	3980041.86716	40.1
290965.706813	3980041.86908	39.99
290965.63464	3980041.8708	39.92
290965.562467	3980041.87251	39.78
290965.490557	3980041.88532	39.74
290965.418384	3980041.88704	39.57
290965.337453	3980041.90006	39.46
290965.26528	3980041.90177	39.36
290965.193634	3980041.92568	39.25
290965.112176	3980041.91651	39.18
290965.040003	3980041.91823	39.05
290964.977115	3980041.93082	38.95
290964.895921	3980041.93275	38.73
290964.824011	3980041.94556	38.67
290964.751838	3980041.94727	38.62
290964.670907	3980041.96029	38.52
290964.616777	3980041.96158	38.4
290964.535846	3980041.9746	38.28
290964.463937	3980041.98741	38.13
290964.3915	3980041.97803	38.02
290964.310833	3980042.00215	37.89
290964.247418	3980041.99256	37.79
290964.175508	3980042.00536	37.62
290964.094314	3980042.00729	37.4
290964.022404	3980042.0201	37.32
290963.94121	3980042.02203	37.16
290963.878322	3980042.03462	37.08
290963.814907	3980042.02503	36.94
290963.733976	3980042.03805	36.9
290963.661803	3980042.03977	36.77
290963.580872	3980042.05279	36.73
290963.51772	3980042.05429	36.67
290963.436789	3980042.06731	36.58
290963.36488	3980042.08012	36.52
290963.292707	3980042.08184	36.41
290963.211776	3980042.09486	36.37
290963.139339	3980042.08548	36.27
290963.06743	3980042.09829	36.24
290962.977477	3980042.11153	36.2
290962.905304	3980042.11324	36.12
290962.824636	3980042.13736	36.11
290962.743442	3980042.13929	36.12
290962.671532	3980042.15209	36.11
290962.581316	3980042.15424	36.13
290962.509407	3980042.16705	36.11
290962.437234	3980042.16876	36.11
290962.365061	3980042.17048	36.14
290962.275108	3980042.18371	36.16
290962.202935	3980042.18543	36.18
290962.131025	3980042.19824	36.22
290962.040809	3980042.20038	36.23
290961.968636	3980042.20209	36.25
290961.8962	3980042.19271	36.34
290961.80651	3980042.21704	36.41
290961.725316	3980042.21897	36.43
290961.653406	3980042.23178	36.45
290961.581233	3980042.2335	36.5
290961.50906	3980042.23521	36.57
290961.428393	3980042.25933	36.64
290961.347198	3980042.26126	36.75
290961.266004	3980042.26319	36.82
290961.194094	3980042.27599	36.9
290961.112899	3980042.27792	37.01
290961.040726	3980042.27964	37.16
290960.950774	3980042.29287	37.2
290960.878601	3980042.29459	37.29
290960.806428	3980042.2963	37.35
290960.725497	3980042.30933	37.44
290960.653851	3980042.33323	37.56
290960.572656	3980042.33516	37.74
290960.491462	3980042.33709	37.83
290960.419289	3980042.3388	37.96
290960.329336	3980042.35204	38.05
290960.256899	3980042.34266	38.18
290960.176232	3980042.36678	38.3
290960.095037	3980042.36871	38.35
290960.022864	3980042.37042	38.41
290959.932648	3980042.37256	38.49
290959.860738	3980042.38537	38.55
290959.770786	3980042.39861	38.6
290959.698613	3980042.40032	38.67
290959.626703	3980042.41313	38.79
290959.536487	3980042.41527	38.95
290959.464314	3980042.41699	39.08
290959.383383	3980042.43001	39.16
290959.310683	3980042.40954	39.29
290959.230015	3980042.43366	39.42
290959.157842	3980042.43537	39.53
290959.076911	3980042.44839	39.67
290958.99598	3980042.46142	39.76
290958.914786	3980042.46334	39.81
290958.851634	3980042.46484	39.93
290958.761681	3980042.47808	40.01
290958.680487	3980042.48001	40.11
290958.60805	3980042.47063	40.22
290958.527383	3980042.49475	40.29
290958.45521	3980042.49646	40.33
290958.365257	3980042.5097	40.4
290958.302106	3980042.5112	40.42
290958.220911	3980042.51313	40.47
290958.13998	3980042.52615	40.53
290958.058522	3980042.51699	40.59
290957.977854	3980042.5411	40.66
290957.896396	3980042.53194	40.71
290957.815465	3980042.54496	40.77
290957.734534	3980042.55798	40.83
290957.653076	3980042.54882	40.93
290957.572408	3980042.57294	40.96
290957.49095	3980042.56377	40.98
290957.410019	3980042.57679	41.0
290957.329088	3980042.58982	41.04
290957.256388	3980042.56934	41.08
290957.17572	3980042.59346	41.13
290957.085504	3980042.5956	41.21
290957.013331	3980042.59732	41.28
290956.9324	3980042.61034	41.31
290956.860227	3980042.61205	41.38
290956.779032	3980042.61398	41.4
290956.680058	3980042.62744	41.37
290956.598863	3980042.62936	41.36
290956.526954	3980042.64217	41.41
290956.446023	3980042.6552	41.4
290956.364301	3980042.63494	41.43
290956.283634	3980042.65905	41.46
290956.193417	3980042.6612	41.48
290956.111959	3980042.65203	41.52
290956.031555	3980042.68724	41.52
290955.958855	3980042.66677	41.51
290955.877924	3980042.67979	41.49
290955.796466	3980042.67063	41.47
290955.706777	3980042.69496	41.48
290955.63434	3980042.68558	41.47
290955.544387	3980042.69882	41.47
290955.463456	3980042.71184	41.5
290955.391283	3980042.71355	41.55
290955.301331	3980042.72679	41.56
290955.210851	3980042.71784	41.56
290955.129656	3980042.71977	41.52
290955.048198	3980042.7106	41.48
290954.958245	3980042.72384	41.45
290954.885809	3980042.71446	41.44
290954.796383	3980042.74989	41.44
290954.723947	3980042.74051	41.47
290954.633467	3980042.73156	41.5
290954.552799	3980042.75567	41.56
290954.471341	3980042.74651	41.6
290954.399432	3980042.75932	41.56
290954.35406	3980042.74929	41.56
290954.273393	3980042.77341	41.5
290954.192198	3980042.77534	41.49
290954.111267	3980042.78836	41.44
290954.021314	3980042.8016	41.43
290953.94835	3980042.77003	41.44
290953.867419	3980042.78305	41.51
290953.786488	3980042.79608	41.5
290953.696272	3980042.79822	41.54
290953.624099	3980042.79994	41.54
290953.542904	3980042.80186	41.49
290953.46171	3980042.80379	41.41
290953.380515	3980042.80572	41.33
290953.299321	3980042.80765	41.25
290953.209368	3980042.82089	41.22
290953.136668	3980042.80041	41.22
290953.046979	3980042.82475	41.23
290952.974806	3980042.82646	41.22
290952.893084	3980042.8062	41.25
290952.803395	3980042.83053	41.2
290952.730958	3980042.82115	41.14
290952.650027	3980042.83418	41.11
290952.568833	3980042.8361	41.03
290952.487638	3980042.83803	40.97
290952.406443	3980042.83996	40.94
290952.325249	3980042.84189	40.9
290952.244318	3980042.85491	40.93
290952.162332	3980042.82356	41.01
290952.081401	3980042.83658	41.06
290952.000207	3980042.83851	41.08
290951.90999	3980042.84065	41.04
290951.838081	3980042.85346	41.02
290951.747338	3980042.83342	40.94
290951.666407	3980042.84644	40.88
290951.594234	3980042.84816	40.88
290951.513039	3980042.85008	40.85
290951.423086	3980042.86332	40.86
290951.350123	3980042.83175	40.87
290951.26017	3980042.84499	40.89
290951.179239	3980042.85801	40.88
290951.097781	3980042.84885	40.86
290951.01685	3980042.86187	40.82
290950.926633	3980042.86402	40.78
290950.854197	3980042.85464	40.73
290950.764244	3980042.86787	40.73
290950.673764	3980042.85892	40.72
290950.601591	3980042.86064	40.71
290950.511639	3980042.87387	40.75
290950.421422	3980042.87602	40.73
290950.349513	3980042.88883	40.68
290950.259033	3980042.87987	40.63
290950.177838	3980042.8818	40.58
290950.09638	3980042.87264	40.52
290950.006164	3980042.87478	40.51
290949.925233	3980042.8878	40.48
290949.835017	3980042.88995	40.49
290949.753558	3980042.88078	40.58
290949.672627	3980042.89381	40.59
290949.590906	3980042.87355	40.59
290949.501217	3980042.89788	40.58
290949.429044	3980042.89959	40.55
290949.347322	3980042.87933	40.51
290949.266654	3980042.90345	40.42
290949.185196	3980042.89428	40.4
290949.095243	3980042.90752	40.36
290949.014049	3980042.90945	40.39
290948.941612	3980042.90007	40.41
290948.842638	3980042.91352	40.42
290948.770201	3980042.90414	40.37
290948.689007	3980042.90607	40.33
290948.590032	3980042.91952	40.29
290948.517332	3980042.89905	40.21
290948.42738	3980042.91229	40.12
290948.337427	3980042.92552	40.09
290948.246947	3980042.91657	40.08
290948.166016	3980042.9296	40.08
290948.084558	3980042.92043	40.09
290948.003363	3980042.92236	40.1
290947.913411	3980042.9356	40.07
290947.831952	3980042.92643	40.02
290947.741736	3980042.92858	40.0
290947.642762	3980042.94203	39.94
290947.561567	3980042.94396	39.92
290947.470824	3980042.92391	39.96
290947.380871	3980042.93715	40.11
290947.299677	3980042.93908	40.35
290947.20946	3980042.94122	40.54
290947.128002	3980042.93206	40.7
290947.02027	3980042.95682	40.8
290946.938548	3980042.93656	40.84
290946.85788	3980042.96067	40.88
290946.758643	3980042.96303	40.96
290946.668163	3980042.95408	41.06
290946.587232	3980042.9671	41.27
290946.497015	3980042.96925	41.47
290946.406799	3980042.97139	41.6
290946.316847	3980042.98463	41.69
290946.22663	3980042.98677	41.77
290946.145699	3980042.99979	41.77
290946.046461	3980043.00215	41.8
290945.956245	3980043.00429	41.79
290945.866029	3980043.00644	41.88
290945.775813	3980043.00858	41.95
290945.686387	3980043.04401	42.06
290945.604665	3980043.02375	42.1
290945.514713	3980043.03698	42.11
290945.42476	3980043.05022	42.11
290945.343829	3980043.06324	42.11
290945.244855	3980043.0767	42.08
290945.154638	3980043.07884	42.13
290945.064686	3980043.09208	42.26
290944.974996	3980043.11641	42.39
290944.893538	3980043.10724	42.53
290944.7943	3980043.1096	42.62
290944.713633	3980043.13372	42.6
290944.623153	3980043.12477	42.59
290944.533464	3980043.1491	42.55
290944.443511	3980043.16234	42.57
290944.353031	3980043.15339	42.61
290944.263869	3980043.19991	42.67
290944.164632	3980043.20226	42.77
290944.083437	3980043.20419	42.88
290944.002242	3980043.20612	42.94
290943.921838	3980043.24133	43.0
290943.831622	3980043.24348	42.98
290943.750691	3980043.2565	42.92
290943.661002	3980043.28083	42.85
290943.580071	3980043.29385	42.83
290943.490118	3980043.30709	42.82
290943.408924	3980043.30902	42.82
290943.319234	3980043.33335	42.84
290943.238303	3980043.34637	42.83
290943.157372	3980043.3594	42.78
290943.076178	3980043.36133	42.74
290942.99551	3980043.38544	42.68
290942.914579	3980043.39847	42.58
290942.816132	3980043.43411	42.48
290942.734937	3980043.43604	42.42
290942.653743	3980043.43796	42.41
290942.573075	3980043.46208	42.34
290942.483123	3980043.47532	42.37
290942.402192	3980043.48834	42.4
290942.32126	3980043.50137	42.41
290942.240066	3980043.50329	42.44
290942.159398	3980043.52741	42.45
290942.069973	3980043.56284	42.52
290941.988778	3980043.56477	42.7
290941.907847	3980043.57779	42.97
290941.826652	3980043.57972	43.27
290941.755007	3980043.60362	43.57
290941.674603	3980043.63883	43.88
290941.60243	3980043.64055	44.09
290941.521499	3980043.65357	44.29
